----------------------------798113519267437308992675
Content-Disposition: form-data; name="file"; filename="transactions.csv"
Content-Type: text/csv

Date,Description,Original Description,Amount,Type,Parent Category,Category,Account,Tags,Memo,Pending
7/23/24,King Soopers,KING SOOPERS #5124,93.66,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/23/24,Recreation.gov,RECREATION.GOV,56,Debit,Travel,Vacation,Chase Freedom,,,false
7/23/24,Trader Joe's,TRADER JOE S #300,115.31,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/23/24,King Soopers,KING SOOPERS #0724 FUEL,43.36,Debit,Auto & Transport,Gas,Chase Freedom,,,false
7/23/24,The Navigators,External Withdrawal - THE NAVIGATORS 7192024R - DONOR EFT,75,Debit,Gifts & Donations,Tithe,6554 * Member Advantage Checking,,THE NAVIGATORS 7192024R - DONOR EFT ,false
7/22/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,2525.32,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
7/20/24,Amazon,Amazon.com*RS4SS2RX1,8.49,Debit,Shopping,Shopping,Chase Freedom,,,false
7/20/24,Interest Income,Dividend/Interest,2.42,Credit,Income,Interest Income,6554 * Member Advantage Checking,,,false
7/20/24,Interest Income,Dividend/Interest,2.31,Credit,Income,Interest Income,6546 * Member Advantage Savings,,,false
7/19/24,King Soopers,KING SOOPERS #5124,137.65,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/19/24,Safeway,SAFEWAY #2246,4.29,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/19/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,2525.32,Credit,Transfer,Transfer,Chase Freedom,,,false
7/19/24,Sprouts Farmers Market,SPROUTS FARMERS MAR,4.29,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/19/24,Trader Joe's,TRADER JOE S #300,41.24,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/19/24,King Soopers,KING SOOPERS #0724 FUEL,3.23,Debit,Auto & Transport,Gas,Chase Freedom,,,false
7/19/24,King Soopers,KING SOOPERS #0724 FUEL,48.73,Debit,Auto & Transport,Gas,Chase Freedom,,,false
7/17/24,Sprouts Farmers Market,SPROUTS FARMERS MAR,15.97,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/17/24,Safeway,SAFEWAY #2246,54.86,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/16/24,City and County of Denver,City and County of Denver,25,Debit,Bills & Utilities,Utilities,Chase Freedom,,,false
7/16/24,City and County of Denver,City and County of Denver,20,Debit,Bills & Utilities,Utilities,Chase Freedom,,,false
7/16/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,114,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
7/15/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
7/15/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
7/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
7/14/24,Amazon,AMAZON MKTPLACE PMTS,26.7,Credit,Shopping,Shopping,Chase Freedom,,,false
7/14/24,Amazon,AMAZON MKTPLACE PMTS,42.43,Credit,Shopping,Shopping,Chase Freedom,,,false
7/14/24,Amazon Market Ry,AMAZON MKTPL*RY1Y987K2,36.35,Debit,Shopping,Shopping,Chase Freedom,,,false
7/14/24,Safeway,SAFEWAY #2246,22.46,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
7/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
7/13/24,Trader Joe's,TRADER JOE S #300,87.91,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/13/24,King Soopers,KING SOOPERS #5124,131.11,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/12/24,Amazon Market Ry,AMAZON MKTPL*RY94P6VN1,27.1,Debit,Shopping,Shopping,Chase Freedom,,,false
7/12/24,Amazon,Amazon.com*RY08G22N0,13.87,Debit,Shopping,Shopping,Chase Freedom,,,false
7/12/24,Flyteco Brewing,FlyteCo Brewing,7.36,Debit,Food & Dining,Coffee Shops,Chase Freedom,,,false
7/12/24,Alipay,PAYPAL *ALIPAYUSINC,15.49,Debit,Business Services,Business Services,Chase Freedom,,,false
7/12/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,54.9,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
7/11/24,Chase Travel,CL *Chase Travel,31.95,Debit,Travel,Travel,Chase Freedom,,,false
7/11/24,Amazon Market Ry,AMAZON MKTPL*RY9ZS18Q0,6.81,Debit,Shopping,Shopping,Chase Freedom,,,false
7/11/24,King Soopers,KING SOOPERS #0724 FUEL,48.46,Debit,Auto & Transport,Gas,Chase Freedom,,,false
7/11/24,King Soopers,KING SOOPERS #5124,140.85,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/11/24,Amazon,AMZN Mktp US*RY3HJ28X0,16.6,Debit,Shopping,Shopping,Chase Freedom,,,false
7/10/24,Safeway,SAFEWAY #2246,25.09,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
7/10/24,Amazon,Amazon.com*RY9AQ5HD0,28.21,Debit,Shopping,Shopping,Chase Freedom,,,false
7/9/24,Chick-fil-A,CHICK-FIL-A #03137,35.29,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
7/9/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,10,Debit,Transfer,Transfer,1864 * Member Advantage Checking,,VENMO  - PAYMENT ,false
7/8/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,10,Debit,Transfer,Transfer,1864 * Member Advantage Checking,,VENMO  - PAYMENT ,false
7/8/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,10,Debit,Transfer,Transfer,1864 * Member Advantage Checking,,VENMO  - PAYMENT ,false
7/8/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,105.97,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
7/8/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,5,Debit,Transfer,Transfer,1864 * Member Advantage Checking,,VENMO  - PAYMENT ,false
7/7/24,Country Supermarket,COUNTRY SUPERMARKET,3.62,Debit,Shopping,Shopping,Chase Sapphire Preferred,,,false
7/6/24,Rocky Mountain National,ROCKY MOUNTAIN NATIONAL,35,Debit,Bills & Utilities,Utilities,Chase Sapphire Preferred,,,false
7/6/24,Safeway,SAFEWAY #2246,7.45,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
7/6/24,Safeway,SAFEWAY #2246,15.08,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
7/6/24,Freeprints,FREEPRINTS,10.58,Debit,Shopping,Shopping,Chase Sapphire Preferred,,,false
7/5/24,King Soopers,KING SOOPERS #0724 FUEL,30.11,Debit,Auto & Transport,Gas,Chase Freedom,,,false
7/5/24,King Soopers,KING SOOPERS #5124,105.15,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/5/24,Flyteco Brewing,FlyteCo Brewing,3.84,Debit,Food & Dining,Coffee Shops,Chase Freedom,,,false
7/5/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
7/4/24,Safeway,SAFEWAY #2246,19.63,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
7/3/24,LinkedIn,LinkedIn Pre P59327926,43.51,Debit,Business Services,Business Services,Chase Freedom,,,false
7/3/24,Amazon Market R No,AMAZON MKTPL*R78NO7ZK1,58.54,Debit,Shopping,Shopping,Chase Freedom,,,false
7/3/24,Sprouts Farmers Market,SPROUTS FARMERS MAR,39.91,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/3/24,The Home Depot,THE HOME DEPOT 1526,30.45,Debit,Home,Home Improvement,Chase Sapphire Preferred,,,false
7/3/24,Dick's Sporting Goods,DicksSportingGoods.com,75.59,Debit,Shopping,Sporting Goods,Chase Freedom,,,false
7/3/24,Safeway,SAFEWAY #2246,50.51,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/3/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,81,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
7/2/24,12th Avenue Ace,12TH AVENUE ACE,24.78,Debit,Home,Home Improvement,Chase Sapphire Preferred,,,false
7/2/24,St Mark?s Coffeehouse,SQ *ST MARK?S COFFEEHOUSE,4.67,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
7/2/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,346.57,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
7/1/24,Kaiser Skyline Pharm,KAISER SKYLINE PHARM,3,Debit,Health & Fitness,Pharmacy,Chase Sapphire Preferred,,,false
7/1/24,Trader Joe's,TRADER JOE S #300,108.98,Debit,Food & Dining,Groceries,Chase Freedom,,,false
7/1/24,Kaiser Pat Reg Skyline,KAISER PAT REG SKYLINE,5,Debit,Health & Fitness,Doctor,Chase Sapphire Preferred,,,false
7/1/24,Mobile Deposit,Deposit - Mobile Banking,2805,Credit,Income,Income,6554 * Member Advantage Checking,,Mobile Banking,false
7/1/24,Transfer to Savings Account 1856,Withdrawal - Online Banking Transfer To XXXXXX1856 SAV,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1856 SAV,false
7/1/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
7/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
7/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,50,Credit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer from XXXXXX6554 CK,false
7/1/24,Cigna,CIGNA 877 484 5967,37.01,Debit,Health & Fitness,Health Insurance,Chase Freedom,,,false
7/1/24,Amazon Market Y Iq,AMAZON MKTPL*RC1Y11IQ1,42.43,Debit,Shopping,Shopping,Chase Freedom,,,false
7/1/24,Amazon,Amazon.com*RC5K51IR2,30.72,Debit,Shopping,Shopping,Chase Freedom,,,false
7/1/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,346.57,Credit,Transfer,Transfer,Chase Sapphire Preferred,,,false
7/1/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,10,Debit,Transfer,Transfer,1864 * Member Advantage Checking,,VENMO  - PAYMENT ,false
7/1/24,Apple Credit Card,External Withdrawal - APPLECARD GSBANK  - PAYMENT,12.3,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,APPLECARD GSBANK  - PAYMENT ,false
6/30/24,King Soopers,KING SOOPERS #0724 FUEL,60.34,Debit,Auto & Transport,Gas,Chase Freedom,,,false
6/30/24,King Soopers,KING SOOPERS #5124,152.47,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/29/24,Theparkingspot Tips,THEPARKINGSPOT-TIPS,2,Debit,Auto & Transport,Parking,Chase Freedom,,,false
6/29/24,Chipotle,CHIPOTLE ONLINE,66.1,Debit,Food & Dining,Fast Food,Chase Freedom,,,false
6/29/24,Chick-fil-A,CHICK-FIL-A,34.33,Debit,Food & Dining,Fast Food,Chase Freedom,,,false
6/29/24,Interest Income,Dividend/Interest,2.17,Credit,Income,Interest Income,1864 * Member Advantage Checking,,,false
6/29/24,Interest Income,Dividend/Interest,3.54,Credit,Income,Interest Income,1856 * Member Advantage Savings,,,false
6/28/24,Lindywell,LINDYWELL,199,Debit,Shopping,Shopping,Chase Freedom,,,false
6/28/24,Nauti Donuts,NAUTI DONUTS,14.54,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
6/28/24,Act Denver Parks,ACT*Denver Parks &,15.38,Debit,Kids,Kids Activities,Chase Sapphire Preferred,,,false
6/27/24,Bad Kitty Oc,BAD KITTY OC,13.85,Debit,Shopping,Clothing,Chase Freedom,,,false
6/27/24,Jillys T Shirt Factory,JILLYS T SHIRT FACTORY -,4.38,Debit,Shopping,Clothing,Chase Sapphire Preferred,,,false
6/27/24,Bad Kitty Oc,BAD KITTY OC,7.45,Debit,Uncategorized,Uncategorized,Chase Sapphire Preferred,,,false
6/27/24,Safeco Corporation,Safeco Corporation,4131,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
6/27/24,Act Denver Parks,ACT*Denver Parks &,30.75,Debit,Kids,Kids Activities,Chase Freedom,,,false
6/27/24,Transfer from Savings Account 1856,Deposit - Online Banking Transfer from XXXXXX1856 SAV,1505.43,Credit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer from XXXXXX1856 SAV,false
6/27/24,Transfer to Checking Account 6554,Withdrawal - Online Banking Transfer To XXXXXX6554 CK,1505.43,Debit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer To XXXXXX6554 CK,false
6/27/24,Transfer From Xxxxxx1864,Deposit - Online Banking Transfer from XXXXXX1864 CK,4285.61,Credit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer from XXXXXX1864 CK,false
6/27/24,Transfer to Checking Account 6554,Withdrawal - Online Banking Transfer To XXXXXX6554 CK,4285.61,Debit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer To XXXXXX6554 CK,false
6/26/24,CVS,CVS/PHARMACY #00961,10.99,Debit,Health & Fitness,Pharmacy,Chase Sapphire Preferred,,,false
6/26/24,Curly's Fries,CURLY`S FRIES,2.77,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
6/26/24,Curly's Fries,CURLY`S FRIES,23.2,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
6/25/24,Transfer from Venmo,External Deposit - VENMO  - CASHOUT,1079.75,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,VENMO  - CASHOUT ,false
6/24/24,Acme Markets,ACME 3824,49.71,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/22/24,Wendy's,WENDY'S 6662,12.33,Debit,Food & Dining,Fast Food,Chase Sapphire Preferred,,,false
6/22/24,Speedway,SPEEDWAY 06779,52.52,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
6/22/24,Interest Income,Dividend/Interest,2.91,Credit,Income,Interest Income,6554 * Member Advantage Checking,,,false
6/22/24,Interest Income,Dividend/Interest,2.89,Credit,Income,Interest Income,6546 * Member Advantage Savings,,,false
6/21/24,Idea Coffee Florin Hi,SQ *IDEA COFFEE FLORIN HI,13.91,Debit,Food & Dining,Coffee Shops,Chase Freedom,,,false
6/21/24,Weis Markets,WEIS MARKETS 063,3.59,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/21/24,Weis Markets,WEIS MARKETS 063,67.54,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/21/24,The Navigators,External Withdrawal - THE NAVIGATORS 6192024R - DONOR EFT,75,Debit,Gifts & Donations,Tithe,6554 * Member Advantage Checking,,THE NAVIGATORS 6192024R - DONOR EFT ,false
6/20/24,Copper Cup,SQ *COPPER CUP,25.28,Debit,Uncategorized,Uncategorized,Chase Sapphire Preferred,,,false
6/20/24,Giant Food,GIANT 6485,27.16,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
6/20/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,2505.75,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
6/19/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,2505.75,Credit,Transfer,Transfer,Chase Freedom,,,false
6/18/24,Flyteco Brewing,FlyteCo Brewing,3.84,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
6/17/24,Micro Center,MICRO CENTER #181 RETAIL,23.93,Debit,Shopping,Electronics & Software,Chase Sapphire Preferred,,,false
6/17/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
6/17/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,116,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
6/17/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
6/17/24,Amazon,Amazon.com*VF1MH6DK3,16.58,Debit,Shopping,Shopping,Chase Freedom,,,false
6/16/24,Theparkingspot Ecw,THEPARKINGSPOT-ECW208,121.52,Debit,Auto & Transport,Parking,Chase Freedom,,,false
6/16/24,Trader Joe's,TRADER JOE S #300,63.02,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/16/24,King Soopers,KING SOOPERS #0124,62.61,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/16/24,Target,TARGET        XXXX8069,119.41,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
6/14/24,Amazon Market,AMAZON MKTPL*9J1HF3W43,26.98,Debit,Shopping,Shopping,Chase Freedom,,,false
6/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
6/14/24,Flyteco Brewing,FlyteCo Brewing,7.36,Debit,Food & Dining,Coffee Shops,Chase Freedom,,,false
6/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
6/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
6/13/24,Trader Joe's,TRADER JOE S #300,6.48,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/13/24,Target,TARGET.COM  *,43.71,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
6/13/24,Chco Online Mychart,CHCO ONLINE MYCHART PR,229.81,Debit,Health & Fitness,Doctor,Chase Freedom,,,false
6/13/24,Target,TARGET        XXXX8069,9.18,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
6/12/24,Colorado Division of Motor Vehicles,CO MOTOR VEHICLE SERVI,5.19,Debit,Auto & Transport,Auto & Transport,Chase Freedom,,,false
6/12/24,Amazon,AMZN Mktp US*FC5X188J3,229.52,Debit,Shopping,Shopping,Chase Freedom,,,false
6/12/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,54.9,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
6/11/24,Amazon,AMZN Mktp US*4P4UQ9RT3,32.27,Debit,Shopping,Shopping,Chase Freedom,,,false
6/11/24,Teller Ele Order,TELLER ELE* ORDER 0687,150,Debit,Travel,Travel,Chase Freedom,,,false
6/11/24,Safeway,SAFEWAY #2246,30.82,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/11/24,Trader Joe's,TRADER JOE S #300,72.07,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/11/24,Comcast,COMCAST CABLE COMM  800-COMCAST         CO,81,Debit,Bills & Utilities,Bills & Utilities,Blue Cash Everyday®,,COMCAST CABLE COMM  800-COMCAST         CO,false
6/11/24,Safeco Corporation,Safeco Corporation,826.5,Debit,Auto & Transport,Auto Insurance,Chase Sapphire Preferred,,,false
6/11/24,King Soopers,KING SOOPERS #0724 FUEL,34.69,Debit,Auto & Transport,Gas,Chase Freedom,,,false
6/11/24,King Soopers,KING SOOPERS #5124,3.59,Credit,Food & Dining,Groceries,Chase Freedom,,,false
6/11/24,King Soopers,KING SOOPERS #5124,142.58,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/9/24,Mobile Deposit,Deposit - Mobile Banking,946.84,Credit,Income,Income,6554 * Member Advantage Checking,,Mobile Banking,false
6/9/24,Kalaka Mexican Kitchen,KALAKA MEXICAN KITCHEN,32.51,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
6/8/24,Amazon,AMZN Mktp US*T00CI8CT3,42.69,Debit,Shopping,Shopping,Chase Freedom,,,false
6/8/24,Sinclair,RALSTON SINCLAIR,6.22,Debit,Auto & Transport,Gas,Chase Freedom,,,false
6/7/24,King Soopers,KING SOOPERS #5124,48.84,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/7/24,Amazon,AMZN Mktp US*GL3K03KB3,27.46,Debit,Shopping,Shopping,Chase Freedom,,,false
6/7/24,Amazon,Amazon.com*EQ8WB3B13,20.27,Debit,Shopping,Shopping,Chase Freedom,,,false
6/7/24,Safeway,SAFEWAY #2246,69.04,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/7/24,Trader Joe's,TRADER JOE S #300,49.72,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/7/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,150.63,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
6/6/24,Cigna,CIGNA 877 484 5967,74.02,Debit,Health & Fitness,Health Insurance,Chase Freedom,,,false
6/5/24,King Soopers,KING SOOPERS #5124,55.48,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/5/24,King Soopers,KING SOOPERS #0724 FUEL,39.03,Debit,Auto & Transport,Gas,Chase Freedom,,,false
6/5/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
6/3/24,LinkedIn,LinkedIn Pre P40567806,43.51,Debit,Business Services,Business Services,Chase Freedom,,,false
6/3/24,Safeway,SAFEWAY #2246,39.13,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/3/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
6/3/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,281.64,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
6/3/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,81,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
6/3/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
6/3/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,20,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
6/2/24,Uncommon Goods,UNCOMMONGOODS,32.91,Debit,Shopping,Shopping,Chase Freedom,,,false
6/2/24,Epic Hosp & Clinic,DH EPIC HOSP & CLINIC,20,Debit,Health & Fitness,Doctor,Chase Sapphire Preferred,,,false
6/2/24,Amazon,AMZN Mktp US*YE8T47XX3,14.23,Debit,Shopping,Shopping,Chase Freedom,,,false
6/2/24,Safeway,SAFEWAY #2246,31.44,Debit,Food & Dining,Groceries,Chase Freedom,,,false
6/2/24,Amazon,Amazon.com*K988F37C3,23.02,Debit,Shopping,Shopping,Chase Freedom,,,false
6/1/24,Transfer to Savings Account 1856,Withdrawal - Online Banking Transfer To XXXXXX1856 SAV,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1856 SAV,false
6/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,50,Credit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer from XXXXXX6554 CK,false
6/1/24,Payment,AUTOPAY PAYMENT - THANK YOU,81,Credit,Transfer,Credit Card Payment,Blue Cash Everyday®,,AUTOPAY PAYMENT - THANK YOU,false
6/1/24,Patreon,Patreon* Membership,5,Debit,Personal Care,Kyle,Chase Freedom,,,false
5/31/24,Safeway,SAFEWAY #2246,34.66,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
5/31/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,281.64,Credit,Transfer,Transfer,Chase Sapphire Preferred,,,false
5/31/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,421.05,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
5/29/24,Trader Joe's,TRADER JOE S #300,158.04,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/28/24,Target,TARGET        XXXX8069,15.96,Debit,Gifts & Donations,Gift,Chase Sapphire Preferred,,,false
5/28/24,Act Denver Parks,ACT*Denver Parks &,15.38,Debit,Kids,Kids Activities,Chase Sapphire Preferred,,,false
5/27/24,King Soopers,KING SOOPERS #5124,159.4,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/27/24,Act Denver Parks,ACT*Denver Parks &,30.75,Debit,Kids,Kids Activities,Chase Freedom,,,false
5/27/24,King Soopers,KING SOOPERS #0724 FUEL,29.9,Debit,Auto & Transport,Gas,Chase Freedom,,,false
5/26/24,Amazon,AMZN Mktp US,48.36,Credit,Gifts & Donations,Gift,Chase Freedom,,,false
5/26/24,Safeway,SAFEWAY #2246,16.82,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
5/25/24,Safeway,SAFEWAY #2246,7.42,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
5/25/24,Target,TARGET        XXXX0214,36.86,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
5/25/24,Interest Income,Dividend/Interest,1.67,Credit,Income,Interest Income,1864 * Member Advantage Checking,,,false
5/25/24,Interest Income,Dividend/Interest,2.85,Credit,Income,Interest Income,1856 * Member Advantage Savings,,,false
5/24/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,33,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
5/23/24,Madison Ave Market St,MADISON AVE MKT ST2128,22.83,Debit,Food & Dining,Groceries,Chase Freedom,,,false
5/23/24,Pio Bagel,PIO BAGEL,8.82,Debit,Food & Dining,Restaurants,Chase Freedom,,,false
5/23/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
5/22/24,Amazon,AMZN Mktp US*H02RT2T53,7.89,Debit,Home,Home Supplies,Chase Freedom,,,false
